,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1501,Cole,39.7644949,-104.9634399,Whittier Café,39.753093113742146,-104.96675639576269,Café
1502,Cole,39.7644949,-104.9634399,Fusion Factory Warehouse,39.768500125423174,-104.97450880330348,Lounge
1503,Cole,39.7644949,-104.9634399,Black American West Museum,39.759240999999996,-104.97447700000001,History Museum
1504,Cole,39.7644949,-104.9634399,Crooked Stave @ The Source,39.76865265956262,-104.97953149358591,Brewery
1505,Cole,39.7644949,-104.9634399,Great Divide Barrel Bar,39.770444062637466,-104.97898669556828,Brewery
1506,Cole,39.7644949,-104.9634399,Mission Ballroom,39.776047,-104.969565,Music Venue
1507,Cole,39.7644949,-104.9634399,The Source,39.76871828787949,-104.97969680651127,Food & Drink Shop
1508,Cole,39.7644949,-104.9634399,Dunbar Kitchen & Taphouse,39.756206333418255,-104.9758081840725,Gastropub
1509,Cole,39.7644949,-104.9634399,Lucero's,39.76799769204637,-104.95377272568429,Mexican Restaurant
1510,Cole,39.7644949,-104.9634399,Mockery Brewing,39.7712600335445,-104.97979997959418,Brewery
1511,Cole,39.7644949,-104.9634399,Finn's Manor,39.761850057993875,-104.98157350395357,Bar
1512,Cole,39.7644949,-104.9634399,Odell Brewing - Denver,39.76219001022973,-104.98096433550047,Bar
1513,Cole,39.7644949,-104.9634399,Spangalang Brewery,39.75509507759308,-104.97707937267216,Brewery
1514,Cole,39.7644949,-104.9634399,Zeppelin Station,39.769275634053436,-104.97723740124131,Food Court
1515,Cole,39.7644949,-104.9634399,Ratio Beerworks,39.76151168566864,-104.98129201090717,Brewery
1516,Cole,39.7644949,-104.9634399,Crema,39.76113190874151,-104.9817671916926,Coffee Shop
1517,Cole,39.7644949,-104.9634399,Epic Brewing Denver,39.7632095733191,-104.98139352281294,Brewery
1518,Cole,39.7644949,-104.9634399,Acorn,39.76870728671598,-104.97970860302662,New American Restaurant
1519,Cole,39.7644949,-104.9634399,Rosenberg's Bagels & Delicatessen,39.75483572756657,-104.97753127153563,Bagel Shop
1520,Cole,39.7644949,-104.9634399,The Whittier Pub,39.756893413371166,-104.96316997876013,Bar
1521,Cole,39.7644949,-104.9634399,Goed Zuur,39.755903282094714,-104.97684214101467,Bar
1522,Cole,39.7644949,-104.9634399,Colorado Krav Maga,39.76546418994389,-104.97614257602628,Martial Arts Dojo
1523,Cole,39.7644949,-104.9634399,Blue Sparrow Coffee,39.76433329123778,-104.98118695143697,Coffee Shop
1524,Cole,39.7644949,-104.9634399,Mestizo-Curtis Park,39.76051181639267,-104.97715379909562,Park
1525,Cole,39.7644949,-104.9634399,Bar Fausto,39.763611590585384,-104.97866068693021,Cocktail Bar
1526,Cole,39.7644949,-104.9634399,Smök,39.76864074236227,-104.98036214772355,BBQ Joint
1527,Cole,39.7644949,-104.9634399,Safta,39.768726569999146,-104.98040095111749,Restaurant
1528,Cole,39.7644949,-104.9634399,Fuller Dog Park,39.75785660417691,-104.96780479373956,Dog Run
1529,Cole,39.7644949,-104.9634399,LoDo Massage Studio,39.76414950083872,-104.98035483348181,Massage Studio
1530,Cole,39.7644949,-104.9634399,The Woods,39.76870899980972,-104.98067157548482,Roof Deck
1531,Cole,39.7644949,-104.9634399,Mondo Market,39.768656059210116,-104.97952085065222,Gourmet Shop
1532,Cole,39.7644949,-104.9634399,Our Mutual Friend Brewing Company,39.760727003037324,-104.98245873631339,Brewery
1533,Cole,39.7644949,-104.9634399,Ironton Distillery,39.772365,-104.97838899999999,Cocktail Bar
1534,Cole,39.7644949,-104.9634399,Birdcall,39.754478754768286,-104.97668349525566,Burger Joint
1535,Cole,39.7644949,-104.9634399,Stem Ciders,39.761585910171,-104.98384480723851,Brewery
1536,Cole,39.7644949,-104.9634399,Shake Shack,39.76227714707504,-104.98075264622142,Burger Joint
1537,Cole,39.7644949,-104.9634399,Rackhouse Pub,39.7628847963561,-104.9839133299644,Gastropub
1538,Cole,39.7644949,-104.9634399,The Denver Central Market,39.7593773,-104.98458608,Market
1539,Cole,39.7644949,-104.9634399,Welton Street Cafe,39.755046,-104.977393,Southern / Soul Food Restaurant
1540,Cole,39.7644949,-104.9634399,OwlBear BBQ,39.76180201795382,-104.98160958538486,BBQ Joint
1541,Cole,39.7644949,-104.9634399,Bierstadt Lagerhaus,39.7628710231794,-104.98375882408062,Brewery
1542,Cole,39.7644949,-104.9634399,Beet Box Bakery & Cafe,39.74945120289632,-104.97369616026144,Bakery
1543,Cole,39.7644949,-104.9634399,Call,39.76119232686607,-104.98228056971882,Café
1544,Cole,39.7644949,-104.9634399,Fish N Beer,39.767037734428804,-104.97412324947457,Seafood Restaurant
1545,Cole,39.7644949,-104.9634399,Nocturne,39.75960219083815,-104.98455318282825,Jazz Club
1546,Cole,39.7644949,-104.9634399,C Squared Ciders,39.76288326365565,-104.9837471327889,Brewery
1547,Cole,39.7644949,-104.9634399,A Taste of the Phillipines,39.76153462888953,-104.98180927140123,Food Truck
1548,Cole,39.7644949,-104.9634399,Beckon,39.76112,-104.98229,New American Restaurant
1549,Cole,39.7644949,-104.9634399,Cervantes' Masterpiece Ballroom & Cervantes' Other Side,39.75453585,-104.97884382,Music Venue
1550,Cole,39.7644949,-104.9634399,Coffee at The Point,39.75469868826391,-104.97790510883718,Coffee Shop
1551,Cole,39.7644949,-104.9634399,Natural Grocers,39.77293476781296,-104.97589945793152,Organic Grocery
1552,Cole,39.7644949,-104.9634399,Bird World at Denver Zoo,39.74940410974774,-104.95272303219365,Zoo Exhibit
1553,Cole,39.7644949,-104.9634399,Larimer Lounge,39.760026105288745,-104.98394867387158,Rock Club
1554,Cole,39.7644949,-104.9634399,Wonderbound,39.7740861,-104.9560433,Dance Studio
1555,Cole,39.7644949,-104.9634399,Curtis Park Delicatessen,39.75542243742828,-104.9823597706255,Deli / Bodega
1556,Cole,39.7644949,-104.9634399,Mister Tuna,39.76545114841988,-104.98553758730444,Seafood Restaurant
1557,Cole,39.7644949,-104.9634399,Primate Panorama at  Denver Zoo,39.74971272087563,-104.9546770168114,Zoo Exhibit
1558,Cole,39.7644949,-104.9634399,10barrel brewing,39.75944455414144,-104.98565154891033,Brewery
1559,Cole,39.7644949,-104.9634399,First Draft Taproom & Kitchen,39.75894663256005,-104.98538077009707,Bar
1560,Cole,39.7644949,-104.9634399,Bigsby's Folly,39.76985244951937,-104.97629849797917,Wine Bar
1561,Cole,39.7644949,-104.9634399,"Closely, Inc.",39.77227104,-104.98367406,Tech Startup
1562,Cole,39.7644949,-104.9634399,Meadowlark Kitchen,39.75968124974935,-104.9840808493798,Restaurant
1563,Cole,39.7644949,-104.9634399,il posto,39.758837735618776,-104.98531498268764,Italian Restaurant
1564,Cole,39.7644949,-104.9634399,Izzio Bakery,39.75939459964888,-104.98448854796045,Bakery
1565,Cole,39.7644949,-104.9634399,High Point Creamery,39.759392222029824,-104.98448253790963,Ice Cream Shop
1566,Cole,39.7644949,-104.9634399,MegaFauna,39.759676430192606,-104.98427788419319,Clothing Store
1567,Cole,39.7644949,-104.9634399,Bear Mountain at Denver Zoo,39.75056333101524,-104.95405906426814,Zoo Exhibit
1568,Cole,39.7644949,-104.9634399,Walgreens,39.7667599,-104.9408092,Pharmacy
1569,Cole,39.7644949,-104.9634399,Crema Bodega,39.759397007831744,-104.98451016650922,Coffee Shop
1570,Cole,39.7644949,-104.9634399,The Rolling Pin Bakeshop,39.754989,-104.977562,Bakery
1571,Cole,39.7644949,-104.9634399,A-Mart Store,39.77228602986467,-104.94331440209068,Market
1572,Cole,39.7644949,-104.9634399,Five Points,39.754646765061125,-104.97809886932373,Neighborhood
1573,Cole,39.7644949,-104.9634399,Savoy Dance Hall Event Center,39.7580604972082,-104.98213034345152,Event Space
1574,Cole,39.7644949,-104.9634399,7-Eleven,39.7646793084788,-104.959567263777,Convenience Store
1575,Cole,39.7644949,-104.9634399,Denver Kush Club,39.754210305561514,-104.97899668937374,Marijuana Dispensary
1576,Cole,39.7644949,-104.9634399,Patagonia,39.759197,-104.985748,Sporting Goods Shop
1577,Cole,39.7644949,-104.9634399,The Roxy Theatre,39.753831222983,-104.97972337739542,Concert Hall
1578,Cole,39.7644949,-104.9634399,7-Eleven,39.7652317,-104.94103,Convenience Store
1579,Cole,39.7644949,-104.9634399,Jack Rabbit Slims,39.76436989986809,-104.96029258773154,Pizza Place
1580,Cole,39.7644949,-104.9634399,AT&T,39.77325099631709,-104.9565968164214,Mobile Phone Shop
1581,Cole,39.7644949,-104.9634399,Penguin Exhibit at Denver Zoo,39.750562558022466,-104.95325983025366,Zoo Exhibit
1582,Cole,39.7644949,-104.9634399,Starbucks,39.749678132125695,-104.9766522650784,Coffee Shop
1583,Cole,39.7644949,-104.9634399,The 715 Club,39.75479417549347,-104.97760354787557,Bar
1584,Cole,39.7644949,-104.9634399,711,39.759160868631916,-104.97366798842532,Convenience Store
1585,Cole,39.7644949,-104.9634399,Kaiser Permanente Skyline Pharmacy,39.74766965256727,-104.97110565643383,Pharmacy
1586,Cole,39.7644949,-104.9634399,U.S. Bank ATM,39.75496407800783,-104.97802843047481,ATM
1587,Cole,39.7644949,-104.9634399,City Park Golf Course,39.75371456539034,-104.9591892776828,Golf Course
1588,Cole,39.7644949,-104.9634399,Monkey Island,39.75058278845276,-104.95286309647943,Zoo Exhibit
1589,Cole,39.7644949,-104.9634399,Circle K,39.7653257,-104.9401021,Convenience Store
1590,Cole,39.7644949,-104.9634399,Carousel at Denver Zoo,39.74988885169618,-104.95318050116484,Theme Park Ride / Attraction
1591,Cole,39.7644949,-104.9634399,Wells Fargo,39.75388319694891,-104.97959016610707,Bank
1592,Cole,39.7644949,-104.9634399,Pachyderm Habitat at  Denver Zoo,39.749387179810064,-104.95162527057205,Zoo Exhibit
1593,Cole,39.7644949,-104.9634399,Chase Bank,39.763199,-104.940229,Bank
1594,Congress Park,39.73767210000001,-104.946481,Blue Pan,39.73516008520288,-104.94581620437418,Pizza Place
1595,Congress Park,39.73767210000001,-104.946481,TAG Burger Bar,39.7356116846957,-104.94583460147491,Burger Joint
1596,Congress Park,39.73767210000001,-104.946481,Bastien's,39.74036717486504,-104.94630874715483,Steakhouse
1597,Congress Park,39.73767210000001,-104.946481,Sweet Cooie's,39.735027509848166,-104.94582540603132,Ice Cream Shop
1598,Congress Park,39.73767210000001,-104.946481,Bluebird Theater,39.74026344613217,-104.94844027322816,Music Venue
1599,Congress Park,39.73767210000001,-104.946481,to the wind,39.74030165667637,-104.94805558152642,Bistro
1600,Congress Park,39.73767210000001,-104.946481,Denver Biscuit Company,39.74033932393551,-104.94896815484574,Breakfast Spot
1601,Congress Park,39.73767210000001,-104.946481,Lula Rose General Store,39.74008160638832,-104.94631248171538,Coffee Shop
1602,Congress Park,39.73767210000001,-104.946481,Cerebral Brewing,39.739766636120926,-104.9454617281218,Brewery
1603,Congress Park,39.73767210000001,-104.946481,Chick-fil-A,39.7403402,-104.9433979,Fast Food Restaurant
1604,Congress Park,39.73767210000001,-104.946481,Sprouts Farmers Market,39.7404353,-104.9448141,Grocery Store
1605,Congress Park,39.73767210000001,-104.946481,Sienna Wine Bar & Small Plates,39.73502936000013,-104.94668097486424,Tapas Restaurant
1606,Congress Park,39.73767210000001,-104.946481,Steve's Snappin' Dogs,39.74030454143413,-104.94565719235102,Hot Dog Joint
1607,Congress Park,39.73767210000001,-104.946481,GroundSwell Cannabis Boutique,39.74034870000001,-104.9506128,Marijuana Dispensary
1608,Congress Park,39.73767210000001,-104.946481,Middleman,39.740326,-104.947356,Bar
1609,Congress Park,39.73767210000001,-104.946481,Endorphin,39.7400787,-104.9498906,Yoga Studio
1610,Congress Park,39.73767210000001,-104.946481,Tattered Cover Bookstore,39.73994181196057,-104.95671672869229,Bookstore
1611,Congress Park,39.73767210000001,-104.946481,Twist & Shout Records,39.73998208405812,-104.95690751067245,Record Shop
1612,Congress Park,39.73767210000001,-104.946481,Sie FilmCenter,39.739792844290214,-104.95692368895493,Movie Theater
1613,Congress Park,39.73767210000001,-104.946481,Shells and Sauce,39.73510498582871,-104.95610558964863,Italian Restaurant
1614,Congress Park,39.73767210000001,-104.946481,Downpours Coffee,39.73526235740428,-104.95479282126166,Coffee Shop
1615,Congress Park,39.73767210000001,-104.946481,SoHo Salon,39.74013416654173,-104.95193513706761,Cosmetics Shop
1616,Congress Park,39.73767210000001,-104.946481,Congress Park Taproom,39.72978992013987,-104.94093323129792,Pub
1617,Congress Park,39.73767210000001,-104.946481,Denver Museum of Nature and Science,39.747966329429524,-104.94274529449719,Science Museum
1618,Congress Park,39.73767210000001,-104.946481,Steep,39.72907708376484,-104.93934167051772,Coffee Shop
1619,Congress Park,39.73767210000001,-104.946481,Bad Kittie Salon,39.740396000000004,-104.95335,Cosmetics Shop
1620,Congress Park,39.73767210000001,-104.946481,Chef Zorba's Greek Restaurant,39.735102920652494,-104.95559590015233,Greek Restaurant
1621,Congress Park,39.73767210000001,-104.946481,Cheba Hut Toasted Subs,39.72841,-104.94107,Sandwich Place
1622,Congress Park,39.73767210000001,-104.946481,Trader Joe's Wine Shop,39.72876774323448,-104.94036710948293,Wine Shop
1623,Congress Park,39.73767210000001,-104.946481,Carla Madison Recreation Center,39.74048846627546,-104.9584533525079,Recreation Center
1624,Congress Park,39.73767210000001,-104.946481,Snooze: An A.M. Eatery,39.72768429121705,-104.94049219498014,Breakfast Spot
1625,Congress Park,39.73767210000001,-104.946481,The Bar Car,39.72946205209021,-104.94093072236261,Bar
1626,Congress Park,39.73767210000001,-104.946481,City Park,39.74593969067049,-104.95614880049796,Park
1627,Congress Park,39.73767210000001,-104.946481,Trader Joe's,39.728677,-104.940433,Grocery Store
1628,Congress Park,39.73767210000001,-104.946481,Toyota Elephant Passage,39.74853175780098,-104.9491256425972,Zoo Exhibit
1629,Congress Park,39.73767210000001,-104.946481,PS Lounge,39.73995802868609,-104.94677970700819,Dive Bar
1630,Congress Park,39.73767210000001,-104.946481,Omonoia Greek Bakery,39.74031744969549,-104.95442899930542,Greek Restaurant
1631,Congress Park,39.73767210000001,-104.946481,Denver Botanic Gardens,39.73174589646058,-104.96028900146484,Botanical Garden
1632,Congress Park,39.73767210000001,-104.946481,Gates Planetarium,39.74744198832015,-104.94360418532465,Planetarium
1633,Congress Park,39.73767210000001,-104.946481,"Phipps IMAX, Denver Museum of Nature & Science",39.74785583729573,-104.94237821336411,Indie Movie Theater
1634,Congress Park,39.73767210000001,-104.946481,Denver Zoo,39.75026511816957,-104.94889714051321,Zoo
1635,Congress Park,39.73767210000001,-104.946481,Sushi Harbor,39.729169248076865,-104.93870065771996,Sushi Restaurant
1636,Congress Park,39.73767210000001,-104.946481,Congress Park,39.72984,-104.95672,Park
1637,Congress Park,39.73767210000001,-104.946481,Tropical Discovery at Denver Zoo,39.749213812756274,-104.94651271179167,Zoo Exhibit
1638,Congress Park,39.73767210000001,-104.946481,Liks Ice Cream,39.73690196202386,-104.96251472973672,Ice Cream Shop
1639,Congress Park,39.73767210000001,-104.946481,Lindsley Park,39.73515082983945,-104.93277617597914,Park
1640,Congress Park,39.73767210000001,-104.946481,Sea Lions at Denver Zoo,39.74925066338161,-104.94710127534131,Zoo Exhibit
1641,Congress Park,39.73767210000001,-104.946481,Illegal Pete's,39.74008790205819,-104.96329933469205,Tex-Mex Restaurant
1642,Congress Park,39.73767210000001,-104.946481,la fillette,39.72925232748811,-104.93567248827654,Bakery
1643,Congress Park,39.73767210000001,-104.946481,Bird World at Denver Zoo,39.74940410974774,-104.95272303219365,Zoo Exhibit
1644,Congress Park,39.73767210000001,-104.946481,Blossoms Of Light,39.73201882881832,-104.9601821197862,Botanical Garden
1645,Congress Park,39.73767210000001,-104.946481,Pete's Kitchen,39.73990759751088,-104.96366238429175,Diner
1646,Congress Park,39.73767210000001,-104.946481,Boettcher Memorial Tropical Conservatory,39.732466748857085,-104.96125502947068,Garden
1647,Congress Park,39.73767210000001,-104.946481,Prehistoric Journey - Denver Museum,39.74806937443228,-104.94249869530293,History Museum
1648,Congress Park,39.73767210000001,-104.946481,Vine Street Pub & Brewery,39.74333520746895,-104.96200914080556,Brewery
1649,Congress Park,39.73767210000001,-104.946481,Dollar Tree,39.74065486742095,-104.93038255780934,Discount Store
1650,Congress Park,39.73767210000001,-104.946481,City Park Walking/Running Path,39.74715288729612,-104.95667931112129,Track
1651,Congress Park,39.73767210000001,-104.946481,Marczyk Fine Wines,39.73998033227258,-104.92758118494976,Gourmet Shop
1652,Congress Park,39.73767210000001,-104.946481,Peter's Chinese Cafe,39.73531408003212,-104.95609147592302,Chinese Restaurant
1653,Congress Park,39.73767210000001,-104.946481,Chop Shop Casual Urban Eatery,39.740060556103266,-104.92932009642622,American Restaurant
1654,Congress Park,39.73767210000001,-104.946481,Cheesman Park,39.73344929181756,-104.96654826991082,Park
1655,Congress Park,39.73767210000001,-104.946481,The Thin Man,39.74335418282546,-104.96296118041504,Bar
1656,Congress Park,39.73767210000001,-104.946481,Giraffe House at Denver Zoo,39.74945375520607,-104.94759988767598,Zoo Exhibit
1657,Congress Park,39.73767210000001,-104.946481,Bellwether,39.73625585259473,-104.92722331713802,Coffee Shop
1658,Congress Park,39.73767210000001,-104.946481,Mile High Bikram,39.74025814171633,-104.92924589160893,Yoga Studio
1659,Congress Park,39.73767210000001,-104.946481,Mataam Fez,39.740274968035145,-104.93338738685839,Moroccan Restaurant
1660,Congress Park,39.73767210000001,-104.946481,Primate Panorama at  Denver Zoo,39.74971272087563,-104.9546770168114,Zoo Exhibit
1661,Congress Park,39.73767210000001,-104.946481,St. Mark's Coffee House,39.743359911933986,-104.96288492617573,Coffee Shop
1662,Congress Park,39.73767210000001,-104.946481,Torta Grill,39.7398333,-104.9655284,Mexican Restaurant
1663,Congress Park,39.73767210000001,-104.946481,Yoga Pod Cherry Creek,39.72540189750676,-104.95506489202307,Yoga Studio
1664,Congress Park,39.73767210000001,-104.946481,Weathervane Cafe,39.74338325390115,-104.96644911280151,Café
1665,Congress Park,39.73767210000001,-104.946481,Polar Bears at Denver Zoo,39.74962070385845,-104.94705345019464,Zoo Exhibit
1666,Congress Park,39.73767210000001,-104.946481,Which Wich? Superior Sandwiches,39.7401941337711,-104.96067318240239,Sandwich Place
1667,Congress Park,39.73767210000001,-104.946481,Barolo Grill,39.725379,-104.95136799999999,Italian Restaurant
1668,Congress Park,39.73767210000001,-104.946481,The Truffle Cheese Shop,39.72554594781189,-104.95308027070173,Cheese Shop
1669,Congress Park,39.73767210000001,-104.946481,Dr. Martin Luther King Jr. Monument,39.74588159258628,-104.95468847925932,Outdoor Sculpture
1670,Congress Park,39.73767210000001,-104.946481,Fortune Wok Table,39.720937,-104.954342,Chinese Restaurant
1671,Congress Park,39.73767210000001,-104.946481,Syrup,39.74632993769567,-104.96014155952457,Breakfast Spot
1672,Congress Park,39.73767210000001,-104.946481,Denver Divers,39.72519182561643,-104.95261633583691,Sporting Goods Shop
1673,Congress Park,39.73767210000001,-104.946481,The Clinic On Colfax,39.740373,-104.93316200000001,Office
1674,Congress Park,39.73767210000001,-104.946481,Machete Tequila + Tacos,39.721083063765555,-104.95438803962617,Mexican Restaurant
1675,Congress Park,39.73767210000001,-104.946481,Nuggs Ice Cream,39.740601994594215,-104.92774509274119,Ice Cream Shop
1676,Congress Park,39.73767210000001,-104.946481,KIFAC Kickball,39.74546670600401,-104.95678769522831,General Entertainment
1677,Congress Park,39.73767210000001,-104.946481,Voodoo Doughnut Mile High,39.739907836699885,-104.96914804626473,Donut Shop
1678,Congress Park,39.73767210000001,-104.946481,Cherry Tomato,39.75110276201453,-104.93307676434885,Italian Restaurant
1679,Congress Park,39.73767210000001,-104.946481,Hasu Asian Bistro & Sushi,39.72047572606008,-104.9497232246435,Asian Restaurant
1680,Congress Park,39.73767210000001,-104.946481,grind kitchen + watering hole,39.72109153085356,-104.95294212881231,New American Restaurant
1681,Congress Park,39.73767210000001,-104.946481,barre3,39.72549574887426,-104.95375510735326,Gym / Fitness Center
1682,Congress Park,39.73767210000001,-104.946481,Crepes n' Crepes,39.72084448822794,-104.95417581227143,Creperie
1683,Congress Park,39.73767210000001,-104.946481,The Bar Method,39.721191,-104.950006,Gym / Fitness Center
1684,Congress Park,39.73767210000001,-104.946481,Bear Mountain at Denver Zoo,39.75056333101524,-104.95405906426814,Zoo Exhibit
1685,Congress Park,39.73767210000001,-104.946481,SAME Cafe,39.740078116131336,-104.96273385468132,American Restaurant
1686,Congress Park,39.73767210000001,-104.946481,Feline House at Denver Zoo,39.749875835495686,-104.94788332985891,Zoo Exhibit
1687,Congress Park,39.73767210000001,-104.946481,Anthony's Pizza and Pasta,39.72757419152551,-104.94022642078951,Pizza Place
1688,Congress Park,39.73767210000001,-104.946481,Thirsty Monk Denver,39.742994,-104.9681,Brewery
1689,Congress Park,39.73767210000001,-104.946481,"Rockstar Industries, inc",39.72134377534423,-104.95088025324276,Cosmetics Shop
1690,Congress Park,39.73767210000001,-104.946481,Wyman's No. 5,39.73693053103187,-104.96261103372005,Bar
1691,Congress Park,39.73767210000001,-104.946481,City Park Pavilion,39.7462322858782,-104.95213354614921,Park
1692,Congress Park,39.73767210000001,-104.946481,Tiger Exhibit Denver Zoo,39.74961909078847,-104.94759339435669,Zoo Exhibit
1693,Congress Park,39.73767210000001,-104.946481,Africana Cafe,39.740406,-104.92889299999999,Ethiopian Restaurant
1694,Country Club,39.7201777,-104.9597689,Hillstone,39.72116908605386,-104.95853891592158,American Restaurant
1695,Country Club,39.7201777,-104.9597689,Halcyon,39.7204155,-104.9573302,Hotel
1696,Country Club,39.7201777,-104.9597689,Erol's Tailoring & Alterations,39.72126934566315,-104.95697368350254,Tailor Shop
1697,Country Club,39.7201777,-104.9597689,Canvas and Cocktails,39.72041378774041,-104.95606312445727,Arts & Crafts Store
1698,Country Club,39.7201777,-104.9597689,La Merise,39.720931278514,-104.95564031508965,French Restaurant
1699,Country Club,39.7201777,-104.9597689,Starbucks,39.720279,-104.9568488,Coffee Shop
1700,Country Club,39.7201777,-104.9597689,The Cherry Cricket,39.71952803437227,-104.95632784947891,Burger Joint
1701,Country Club,39.7201777,-104.9597689,NoRTH,39.71922373890816,-104.95564302047738,Italian Restaurant
1702,Country Club,39.7201777,-104.9597689,Whole Foods Market,39.71859147830316,-104.95817084689605,Grocery Store
1703,Country Club,39.7201777,-104.9597689,Sweet Ginger Asian Bistro & Sushi,39.7209464552934,-104.9554896953252,Thai Restaurant
1704,Country Club,39.7201777,-104.9597689,Fortune Wok Table,39.720937,-104.954342,Chinese Restaurant
1705,Country Club,39.7201777,-104.9597689,Machete Tequila + Tacos,39.721083063765555,-104.95438803962617,Mexican Restaurant
1706,Country Club,39.7201777,-104.9597689,Europtics,39.71856593720939,-104.95338405784054,Optical Shop
1707,Country Club,39.7201777,-104.9597689,True Food Kitchen,39.719205354630304,-104.95440959930414,New American Restaurant
1708,Country Club,39.7201777,-104.9597689,Crepes n' Crepes,39.72084448822794,-104.95417581227143,Creperie
1709,Country Club,39.7201777,-104.9597689,Aviano Coffee,39.72025623438607,-104.95434551862539,Coffee Shop
1710,Country Club,39.7201777,-104.9597689,lululemon athletica,39.7171468,-104.9545365,Clothing Store
1711,Country Club,39.7201777,-104.9597689,Sur La Table,39.7186780057565,-104.95591858717033,Kitchen Supply Store
1712,Country Club,39.7201777,-104.9597689,grind kitchen + watering hole,39.72109153085356,-104.95294212881231,New American Restaurant
1713,Country Club,39.7201777,-104.9597689,Two Pals & A Pup,39.720156,-104.95603999999999,Pet Store
1714,Country Club,39.7201777,-104.9597689,ALEX AND ANI,39.716935,-104.956682,Jewelry Store
1715,Country Club,39.7201777,-104.9597689,Cherry Creek Grill,39.719332952523615,-104.94975323943619,American Restaurant
1716,Country Club,39.7201777,-104.9597689,Room & Board,39.7199149625901,-104.95421095761225,Furniture / Home Store
1717,Country Club,39.7201777,-104.9597689,Cherry Creek Farmer's Market,39.71728651309622,-104.95875003069507,Market
1718,Country Club,39.7201777,-104.9597689,Novo Coffee,39.725550716693114,-104.9671069855433,Coffee Shop
1719,Country Club,39.7201777,-104.9597689,SEPHORA,39.71697660836042,-104.95300701636472,Cosmetics Shop
1720,Country Club,39.7201777,-104.9597689,The Container Store,39.716664,-104.950822,Furniture / Home Store
1721,Country Club,39.7201777,-104.9597689,SoulCycle Cherry Creek,39.719939,-104.95117,Cycle Studio
1722,Country Club,39.7201777,-104.9597689,Del Frisco's Grille,39.7183236,-104.9506584,American Restaurant
1723,Country Club,39.7201777,-104.9597689,Bad Daddy's Burger Bar,39.71983218358485,-104.95221192945368,Burger Joint
1724,Country Club,39.7201777,-104.9597689,Yoga Pod Cherry Creek,39.72540189750676,-104.95506489202307,Yoga Studio
1725,Country Club,39.7201777,-104.9597689,Hasu Asian Bistro & Sushi,39.72047572606008,-104.9497232246435,Asian Restaurant
1726,Country Club,39.7201777,-104.9597689,Lush,39.7175,-104.952668,Cosmetics Shop
1727,Country Club,39.7201777,-104.9597689,Starbucks,39.71954,-104.9532,Coffee Shop
1728,Country Club,39.7201777,-104.9597689,Piatti,39.71916520427021,-104.95066188039564,Italian Restaurant
1729,Country Club,39.7201777,-104.9597689,Aviano Coffee,39.719724,-104.95131599999999,Coffee Shop
1730,Country Club,39.7201777,-104.9597689,Sola Salon & Spa,39.72065182,-104.95500711,Cosmetics Shop
1731,Country Club,39.7201777,-104.9597689,Satchel's On 6th,39.7255208067837,-104.96689872514786,American Restaurant
1732,Country Club,39.7201777,-104.9597689,Pura Vida,39.718261605277156,-104.95267777792083,Spa
1733,Country Club,39.7201777,-104.9597689,The Bar Method,39.721191,-104.950006,Gym / Fitness Center
1734,Country Club,39.7201777,-104.9597689,Godiva Chocolatier,39.7169723,-104.9529651,Chocolate Shop
1735,Country Club,39.7201777,-104.9597689,Zaidy's Deli,39.7182618,-104.9490274,Deli / Bodega
1736,Country Club,39.7201777,-104.9597689,"Rockstar Industries, inc",39.72134377534423,-104.95088025324276,Cosmetics Shop
1737,Country Club,39.7201777,-104.9597689,Denver Botanic Gardens,39.73174589646058,-104.96028900146484,Botanical Garden
1738,Country Club,39.7201777,-104.9597689,Congress Park,39.72984,-104.95672,Park
1739,Country Club,39.7201777,-104.9597689,The Truffle Cheese Shop,39.72554594781189,-104.95308027070173,Cheese Shop
1740,Country Club,39.7201777,-104.9597689,CorePower Yoga,39.7254025,-104.9548369,Yoga Studio
1741,Country Club,39.7201777,-104.9597689,Denver Divers,39.72519182561643,-104.95261633583691,Sporting Goods Shop
1742,Country Club,39.7201777,-104.9597689,Joy Wine & Spirits,39.725488361583906,-104.97164197973206,Wine Shop
1743,Country Club,39.7201777,-104.9597689,barre3,39.72549574887426,-104.95375510735326,Gym / Fitness Center
1744,Country Club,39.7201777,-104.9597689,Fruition Restaurant,39.72571145078387,-104.97138524885763,New American Restaurant
1745,Country Club,39.7201777,-104.9597689,Barolo Grill,39.725379,-104.95136799999999,Italian Restaurant
1746,Country Club,39.7201777,-104.9597689,Karma Yoga,39.71127703988082,-104.96855722605154,Yoga Studio
1747,Country Club,39.7201777,-104.9597689,Table 6,39.72582381206629,-104.97428011383343,American Restaurant
1748,Country Club,39.7201777,-104.9597689,Cheesman Park,39.73344929181756,-104.96654826991082,Park
1749,Country Club,39.7201777,-104.9597689,Cheesman Park Walking/Running Path,39.730742481374854,-104.96835669412111,Track
1750,Country Club,39.7201777,-104.9597689,Cafe Byblos Greek & Lebanese,39.72204469435919,-104.9738531151345,Mediterranean Restaurant
1751,Country Club,39.7201777,-104.9597689,Blossoms Of Light,39.73201882881832,-104.9601821197862,Botanical Garden
1752,Country Club,39.7201777,-104.9597689,Boettcher Memorial Tropical Conservatory,39.732466748857085,-104.96125502947068,Garden
